Postal.Code;Municipality
5537;ANHEE
5537;ANHEE
5537;ANHEE
5537;ANHEE
5537;ANHEE
5540;HASTIERE
5540;HASTIERE
5540;HASTIERE
5540;HASTIERE
5541;HASTIERE
5542;HASTIERE
5543;HASTIERE
5544;HASTIERE
5550;VRESSE-SUR-SEMOIS
5550;VRESSE-SUR-SEMOIS
5550;VRESSE-SUR-SEMOIS
5550;VRESSE-SUR-SEMOIS
5550;VRESSE-SUR-SEMOIS
5550;VRESSE-SUR-SEMOIS
5550;VRESSE-SUR-SEMOIS
5550;VRESSE-SUR-SEMOIS
5550;VRESSE-SUR-SEMOIS
5550;VRESSE-SUR-SEMOIS
5550;VRESSE-SUR-SEMOIS
5550;VRESSE-SUR-SEMOIS
5555;BIEVRE
5555;BIEVRE
5555;BIEVRE
5555;BIEVRE
5555;BIEVRE
5555;BIEVRE
5555;BIEVRE
5555;BIEVRE
5555;BIEVRE
5555;BIEVRE
5560;HOUYET
5560;HOUYET
5560;HOUYET
5560;HOUYET
5560;HOUYET
5560;HOUYET
5561;HOUYET
5562;HOUYET
5563;HOUYET
5564;HOUYET
5570;BEAURAING
5570;BEAURAING
5570;BEAURAING
5570;BEAURAING
5570;BEAURAING
5570;BEAURAING
5570;BEAURAING
5570;BEAURAING
5570;BEAURAING
5570;BEAURAING
5571;BEAURAING
5572;BEAURAING
5573;BEAURAING
5574;BEAURAING
5575;GEDINNE
5575;GEDINNE
5575;GEDINNE
5575;GEDINNE
5575;GEDINNE
5575;GEDINNE
5575;GEDINNE
5575;GEDINNE
5575;GEDINNE
5575;GEDINNE
5575;GEDINNE
5575;GEDINNE
5576;BEAURAING
5580;ROCHEFORT
5580;ROCHEFORT
5580;ROCHEFORT
5580;ROCHEFORT
5580;ROCHEFORT
5580;ROCHEFORT
5580;ROCHEFORT
5580;ROCHEFORT
5580;ROCHEFORT
5580;ROCHEFORT
5580;ROCHEFORT
5590;CINEY
5590;CINEY
5590;CINEY
5590;CINEY
5590;CINEY
5590;CINEY
5590;CINEY
5590;CINEY
5590;CINEY
5590;CINEY
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5600;PHILIPPEVILLE
5620;FLORENNES
5620;FLORENNES
5620;FLORENNES
5620;FLORENNES
5620;FLORENNES
5620;FLORENNES
5620;FLORENNES
5621;FLORENNES
5621;FLORENNES
5621;FLORENNES
5621;FLORENNES
5630;CERFONTAINE
5630;CERFONTAINE
5630;CERFONTAINE
5630;CERFONTAINE
5630;CERFONTAINE
5630;CERFONTAINE
5640;METTET
5640;METTET
5640;METTET
5640;METTET
5640;METTET
5640;METTET
5641;METTET
5644;METTET
5646;METTET
5650;WALCOURT
5650;WALCOURT
5650;WALCOURT
5650;WALCOURT
5650;WALCOURT
5650;WALCOURT
5650;WALCOURT
5650;WALCOURT
5650;WALCOURT
5651;WALCOURT
5651;WALCOURT
5651;WALCOURT
5651;WALCOURT
5651;WALCOURT
5651;WALCOURT
5651;WALCOURT
5660;COUVIN
5660;COUVIN
5660;COUVIN
5660;COUVIN
5660;COUVIN
5660;COUVIN
5660;COUVIN
5660;COUVIN
5660;COUVIN
5660;COUVIN
5660;COUVIN
5660;COUVIN
5660;COUVIN
5660;COUVIN
5670;VIROINVAL
5670;VIROINVAL
5670;VIROINVAL
5670;VIROINVAL
5670;VIROINVAL
5670;VIROINVAL
5670;VIROINVAL
5670;VIROINVAL
5670;VIROINVAL
5680;DOISCHE
5680;DOISCHE
5680;DOISCHE
5680;DOISCHE
5680;DOISCHE
5680;DOISCHE
5680;DOISCHE
5680;DOISCHE
5680;DOISCHE
5680;DOISCHE
